Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Prostitution and Commercialized Vice,Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vandalism/Criminal Mischief,Weapon Violations
2006-05-31,11.0,12.0,92.0,7.0,17.0,4.0,9.0,23.0,21.0,29.0,75.0,6.0,,22.0,11.0,10.0,44.0,58.0,54.0,7.0
2006-06-01,5.0,9.0,60.0,6.0,13.0,2.0,5.0,11.0,13.0,19.0,47.0,4.0,6.0,17.0,10.0,10.0,19.0,25.0,32.0,1.0
2006-06-02,8.0,20.0,48.0,7.0,17.0,4.0,3.0,21.0,21.0,29.0,69.0,,,25.0,12.0,15.0,47.0,39.0,29.0,4.0
2006-06-03,12.0,16.0,68.0,8.0,14.0,10.0,5.0,11.0,20.0,18.0,54.0,,,21.0,7.0,11.0,31.0,53.0,45.0,3.0
2006-06-04,8.0,22.0,198.0,6.0,15.0,15.0,14.0,5.0,19.0,40.0,59.0,3.0,,23.0,12.0,10.0,34.0,35.0,54.0,5.0
2006-06-05,7.0,18.0,125.0,4.0,24.0,3.0,9.0,25.0,30.0,39.0,68.0,4.0,,21.0,18.0,18.0,43.0,62.0,53.0,1.0
2006-06-06,8.0,29.0,146.0,5.0,18.0,4.0,12.0,38.0,23.0,31.0,67.0,6.0,6.0,24.0,11.0,9.0,47.0,33.0,54.0,9.0
2006-06-07,1.0,12.0,107.0,9.0,16.0,5.0,6.0,34.0,17.0,41.0,57.0,3.0,5.0,33.0,9.0,9.0,43.0,41.0,46.0,5.0
2006-06-08,2.0,14.0,92.0,4.0,9.0,3.0,4.0,15.0,14.0,31.0,60.0,4.0,5.0,27.0,8.0,14.0,45.0,48.0,36.0,5.0
2006-06-09,5.0,21.0,118.0,6.0,9.0,9.0,8.0,18.0,11.0,23.0,65.0,4.0,5.0,34.0,8.0,20.0,40.0,37.0,39.0,6.0
2006-06-10,2.0,13.0,108.0,4.0,25.0,7.0,12.0,8.0,19.0,28.0,53.0,1.0,9.0,24.0,12.0,13.0,26.0,42.0,67.0,3.0
2006-06-11,7.0,23.0,96.0,6.0,17.0,12.0,2.0,5.0,19.0,20.0,60.0,3.0,,24.0,12.0,11.0,29.0,32.0,62.0,2.0
2006-06-12,3.0,25.0,97.0,10.0,21.0,3.0,3.0,30.0,25.0,29.0,68.0,3.0,,25.0,12.0,11.0,35.0,36.0,58.0,5.0
2006-06-13,4.0,17.0,113.0,6.0,16.0,5.0,14.0,24.0,23.0,34.0,54.0,2.0,9.0,20.0,6.0,6.0,27.0,37.0,58.0,4.0
2006-06-14,5.0,23.0,150.0,6.0,26.0,5.0,6.0,20.0,17.0,37.0,68.0,3.0,5.0,22.0,10.0,16.0,27.0,44.0,32.0,6.0
2006-06-15,13.0,12.0,134.0,5.0,28.0,11.0,7.0,23.0,19.0,36.0,57.0,4.0,10.0,21.0,9.0,9.0,42.0,41.0,51.0,5.0
2006-06-16,4.0,32.0,84.0,3.0,15.0,10.0,7.0,21.0,14.0,21.0,58.0,1.0,7.0,28.0,8.0,10.0,33.0,48.0,53.0,5.0
2006-06-17,10.0,8.0,162.0,9.0,13.0,21.0,10.0,9.0,20.0,29.0,71.0,3.0,,24.0,6.0,18.0,44.0,33.0,58.0,2.0
2006-06-18,10.0,19.0,135.0,2.0,21.0,12.0,2.0,5.0,22.0,27.0,56.0,4.0,,20.0,4.0,7.0,18.0,20.0,54.0,1.0
2006-06-19,2.0,23.0,116.0,13.0,9.0,8.0,3.0,24.0,26.0,26.0,52.0,6.0,,30.0,8.0,10.0,28.0,44.0,37.0,2.0
2006-06-20,9.0,16.0,179.0,10.0,26.0,4.0,8.0,32.0,26.0,34.0,57.0,3.0,6.0,30.0,3.0,10.0,38.0,55.0,48.0,2.0
2006-06-21,10.0,17.0,157.0,4.0,18.0,3.0,19.0,15.0,18.0,28.0,61.0,5.0,,27.0,10.0,11.0,34.0,53.0,52.0,1.0
2006-06-22,12.0,13.0,142.0,10.0,14.0,7.0,6.0,37.0,25.0,27.0,65.0,3.0,6.0,29.0,8.0,6.0,35.0,48.0,53.0,4.0
2006-06-23,7.0,18.0,87.0,5.0,19.0,2.0,10.0,15.0,22.0,20.0,57.0,4.0,5.0,22.0,7.0,21.0,31.0,48.0,52.0,
2006-06-24,11.0,13.0,99.0,5.0,19.0,14.0,2.0,11.0,20.0,17.0,58.0,1.0,,33.0,13.0,13.0,32.0,34.0,53.0,7.0
2006-06-25,3.0,21.0,147.0,8.0,19.0,6.0,7.0,6.0,18.0,14.0,57.0,1.0,,20.0,10.0,12.0,36.0,33.0,47.0,2.0
2006-06-26,11.0,14.0,110.0,14.0,24.0,6.0,8.0,22.0,28.0,33.0,49.0,6.0,,23.0,6.0,18.0,41.0,37.0,58.0,5.0
2006-06-27,6.0,8.0,122.0,8.0,26.0,13.0,9.0,28.0,28.0,38.0,69.0,3.0,7.0,38.0,12.0,12.0,36.0,55.0,61.0,3.0
2006-06-28,8.0,17.0,131.0,7.0,21.0,14.0,6.0,13.0,24.0,27.0,48.0,6.0,4.0,20.0,11.0,12.0,45.0,33.0,49.0,1.0
2006-06-29,11.0,17.0,180.0,7.0,15.0,4.0,6.0,33.0,14.0,31.0,56.0,9.0,5.0,11.0,17.0,13.0,27.0,44.0,46.0,3.0
2006-06-30,11.0,17.0,173.0,8.0,19.0,7.0,9.0,23.0,10.0,42.0,62.0,3.0,5.0,21.0,11.0,21.0,28.0,39.0,45.0,3.0
2006-07-01,9.0,12.0,80.0,5.0,19.0,11.0,5.0,13.0,13.0,22.0,68.0,3.0,,18.0,14.0,8.0,25.0,35.0,50.0,1.0
2006-07-02,8.0,12.0,85.0,6.0,17.0,8.0,7.0,6.0,21.0,21.0,50.0,4.0,,22.0,12.0,12.0,31.0,39.0,51.0,3.0
2006-07-03,8.0,11.0,100.0,9.0,14.0,8.0,2.0,22.0,24.0,21.0,57.0,2.0,,27.0,5.0,13.0,37.0,33.0,52.0,1.0
2006-07-04,9.0,22.0,68.0,3.0,19.0,4.0,7.0,6.0,13.0,26.0,54.0,2.0,,19.0,10.0,10.0,22.0,29.0,53.0,4.0
2006-07-05,4.0,14.0,100.0,5.0,27.0,4.0,7.0,23.0,21.0,34.0,79.0,3.0,4.0,29.0,4.0,5.0,33.0,51.0,55.0,2.0
2006-07-06,3.0,15.0,106.0,5.0,26.0,2.0,10.0,30.0,24.0,35.0,63.0,3.0,6.0,30.0,11.0,8.0,42.0,30.0,47.0,5.0
2006-07-07,7.0,17.0,86.0,1.0,28.0,2.0,3.0,23.0,15.0,17.0,59.0,4.0,4.0,18.0,3.0,14.0,36.0,41.0,46.0,3.0
2006-07-08,8.0,23.0,95.0,4.0,17.0,20.0,8.0,12.0,20.0,22.0,45.0,2.0,3.0,21.0,12.0,11.0,39.0,37.0,50.0,6.0
2006-07-09,8.0,11.0,68.0,7.0,13.0,8.0,12.0,14.0,27.0,18.0,61.0,2.0,,30.0,17.0,9.0,39.0,31.0,54.0,1.0
2006-07-10,7.0,15.0,109.0,12.0,23.0,6.0,12.0,22.0,33.0,30.0,66.0,6.0,,33.0,8.0,17.0,52.0,37.0,76.0,5.0
2006-07-11,6.0,20.0,128.0,5.0,23.0,3.0,8.0,31.0,25.0,34.0,56.0,3.0,5.0,30.0,11.0,10.0,33.0,57.0,62.0,4.0
2006-07-12,6.0,10.0,127.0,5.0,22.0,8.0,6.0,28.0,24.0,31.0,49.0,2.0,5.0,46.0,10.0,10.0,46.0,38.0,72.0,
2006-07-13,4.0,15.0,187.0,6.0,18.0,9.0,9.0,25.0,23.0,35.0,72.0,5.0,11.0,41.0,7.0,7.0,36.0,37.0,38.0,3.0
2006-07-14,6.0,18.0,134.0,1.0,24.0,9.0,8.0,25.0,17.0,22.0,52.0,3.0,4.0,19.0,12.0,5.0,36.0,45.0,45.0,2.0
2006-07-15,7.0,26.0,81.0,3.0,20.0,18.0,7.0,18.0,16.0,23.0,52.0,2.0,,24.0,16.0,10.0,38.0,23.0,53.0,1.0
2006-07-16,8.0,23.0,94.0,5.0,16.0,11.0,4.0,8.0,13.0,18.0,54.0,9.0,,19.0,13.0,9.0,37.0,33.0,62.0,1.0
2006-07-17,6.0,10.0,97.0,6.0,24.0,7.0,5.0,27.0,39.0,21.0,42.0,2.0,,34.0,15.0,13.0,38.0,55.0,50.0,1.0
2006-07-18,8.0,13.0,157.0,4.0,24.0,7.0,8.0,15.0,24.0,22.0,44.0,4.0,5.0,37.0,20.0,11.0,32.0,48.0,47.0,6.0
2006-07-19,9.0,11.0,117.0,6.0,24.0,2.0,8.0,24.0,25.0,39.0,69.0,4.0,5.0,32.0,6.0,9.0,51.0,57.0,44.0,4.0
2006-07-20,13.0,12.0,173.0,8.0,26.0,7.0,11.0,24.0,23.0,28.0,56.0,3.0,4.0,31.0,10.0,8.0,43.0,54.0,44.0,11.0
2006-07-21,8.0,15.0,134.0,3.0,20.0,8.0,11.0,24.0,22.0,26.0,61.0,2.0,3.0,25.0,14.0,11.0,40.0,37.0,45.0,3.0
2006-07-22,10.0,12.0,96.0,10.0,17.0,9.0,3.0,12.0,23.0,28.0,60.0,2.0,,25.0,14.0,13.0,47.0,38.0,56.0,3.0
2006-07-23,15.0,17.0,89.0,4.0,20.0,7.0,8.0,6.0,16.0,28.0,37.0,5.0,,33.0,13.0,11.0,35.0,40.0,53.0,1.0
2006-07-24,2.0,13.0,135.0,14.0,25.0,6.0,8.0,38.0,34.0,16.0,68.0,3.0,,41.0,14.0,11.0,44.0,46.0,56.0,6.0
2006-07-25,10.0,15.0,163.0,4.0,31.0,6.0,11.0,23.0,16.0,37.0,46.0,6.0,6.0,36.0,13.0,13.0,51.0,51.0,50.0,5.0
2006-07-26,4.0,15.0,167.0,8.0,23.0,5.0,13.0,22.0,18.0,35.0,63.0,7.0,,33.0,10.0,7.0,41.0,52.0,56.0,5.0
2006-07-27,7.0,9.0,157.0,2.0,18.0,2.0,7.0,30.0,15.0,26.0,67.0,5.0,4.0,29.0,10.0,8.0,40.0,64.0,56.0,5.0
2006-07-28,7.0,18.0,44.0,5.0,28.0,5.0,1.0,31.0,15.0,27.0,48.0,3.0,1.0,19.0,13.0,13.0,26.0,35.0,45.0,8.0
2006-07-29,11.0,15.0,109.0,3.0,21.0,12.0,8.0,8.0,19.0,22.0,62.0,3.0,3.0,22.0,20.0,7.0,36.0,36.0,59.0,5.0
2006-07-30,8.0,14.0,84.0,3.0,22.0,9.0,3.0,5.0,14.0,19.0,48.0,1.0,,23.0,19.0,11.0,36.0,29.0,60.0,2.0
2006-07-31,10.0,17.0,135.0,7.0,29.0,8.0,7.0,22.0,26.0,16.0,60.0,7.0,,25.0,11.0,11.0,58.0,57.0,60.0,5.0
2006-08-01,8.0,16.0,143.0,7.0,22.0,6.0,7.0,31.0,19.0,34.0,56.0,2.0,4.0,39.0,10.0,15.0,35.0,39.0,47.0,2.0
2006-08-02,5.0,14.0,172.0,7.0,23.0,4.0,7.0,23.0,31.0,30.0,47.0,6.0,5.0,23.0,12.0,15.0,33.0,39.0,52.0,5.0
2006-08-03,1.0,14.0,131.0,7.0,16.0,3.0,3.0,30.0,12.0,30.0,47.0,6.0,7.0,30.0,10.0,12.0,36.0,50.0,41.0,2.0
2006-08-04,4.0,14.0,86.0,4.0,18.0,8.0,6.0,20.0,20.0,26.0,65.0,2.0,3.0,27.0,13.0,9.0,24.0,37.0,43.0,2.0
2006-08-05,7.0,11.0,94.0,5.0,19.0,14.0,5.0,8.0,15.0,22.0,54.0,1.0,2.0,18.0,14.0,15.0,35.0,34.0,52.0,4.0
2006-08-06,5.0,29.0,117.0,5.0,25.0,10.0,11.0,5.0,25.0,17.0,74.0,1.0,,24.0,13.0,8.0,33.0,39.0,52.0,1.0
2006-08-07,6.0,13.0,111.0,6.0,25.0,4.0,5.0,20.0,28.0,23.0,53.0,5.0,,33.0,15.0,10.0,45.0,75.0,69.0,3.0
2006-08-08,7.0,19.0,198.0,4.0,25.0,8.0,13.0,36.0,20.0,56.0,59.0,4.0,7.0,36.0,10.0,9.0,40.0,46.0,65.0,4.0
2006-08-09,6.0,17.0,123.0,5.0,21.0,5.0,9.0,16.0,24.0,35.0,64.0,9.0,24.0,25.0,9.0,17.0,33.0,43.0,49.0,2.0
2006-08-10,8.0,18.0,132.0,7.0,22.0,6.0,8.0,24.0,29.0,40.0,48.0,3.0,6.0,25.0,13.0,10.0,34.0,54.0,51.0,1.0
2006-08-11,5.0,14.0,103.0,8.0,21.0,9.0,5.0,22.0,24.0,32.0,42.0,7.0,3.0,28.0,14.0,13.0,38.0,49.0,53.0,1.0
2006-08-12,7.0,20.0,103.0,7.0,20.0,13.0,7.0,18.0,16.0,27.0,41.0,,8.0,21.0,17.0,10.0,31.0,29.0,70.0,3.0
2006-08-13,12.0,14.0,118.0,4.0,21.0,8.0,6.0,5.0,26.0,23.0,57.0,1.0,,26.0,5.0,11.0,35.0,30.0,76.0,7.0
2006-08-14,8.0,15.0,121.0,13.0,28.0,3.0,4.0,26.0,26.0,24.0,39.0,1.0,,46.0,13.0,7.0,38.0,48.0,61.0,2.0
2006-08-15,6.0,18.0,195.0,8.0,23.0,6.0,10.0,29.0,21.0,43.0,54.0,4.0,3.0,36.0,15.0,8.0,35.0,45.0,60.0,3.0
2006-08-16,11.0,18.0,199.0,6.0,29.0,3.0,13.0,21.0,19.0,41.0,41.0,3.0,11.0,25.0,13.0,8.0,43.0,54.0,51.0,2.0
2006-08-17,7.0,20.0,197.0,6.0,23.0,9.0,7.0,29.0,20.0,34.0,65.0,3.0,4.0,22.0,13.0,11.0,34.0,57.0,52.0,3.0
2006-08-18,3.0,14.0,121.0,5.0,23.0,8.0,4.0,25.0,19.0,32.0,69.0,4.0,5.0,29.0,7.0,8.0,42.0,56.0,43.0,1.0
2006-08-19,9.0,17.0,93.0,7.0,19.0,10.0,9.0,12.0,22.0,28.0,55.0,2.0,2.0,25.0,13.0,14.0,31.0,37.0,46.0,5.0
2006-08-20,13.0,22.0,116.0,3.0,16.0,14.0,7.0,11.0,14.0,23.0,58.0,1.0,,24.0,10.0,11.0,25.0,27.0,59.0,2.0
2006-08-21,5.0,22.0,102.0,12.0,31.0,7.0,8.0,30.0,32.0,20.0,64.0,6.0,,25.0,12.0,13.0,40.0,50.0,57.0,7.0
2006-08-22,13.0,11.0,148.0,7.0,25.0,10.0,4.0,20.0,20.0,40.0,42.0,4.0,3.0,36.0,10.0,14.0,48.0,40.0,61.0,4.0
2006-08-23,8.0,24.0,130.0,3.0,17.0,4.0,13.0,29.0,24.0,39.0,50.0,3.0,6.0,28.0,17.0,9.0,35.0,59.0,63.0,7.0
2006-08-24,5.0,11.0,153.0,6.0,19.0,9.0,6.0,20.0,15.0,39.0,50.0,5.0,9.0,22.0,10.0,6.0,38.0,49.0,47.0,1.0
2006-08-25,11.0,7.0,114.0,3.0,32.0,12.0,3.0,27.0,25.0,15.0,62.0,10.0,8.0,26.0,11.0,10.0,31.0,39.0,41.0,2.0
2006-08-26,5.0,16.0,82.0,5.0,20.0,9.0,6.0,11.0,19.0,24.0,61.0,4.0,4.0,25.0,14.0,11.0,37.0,35.0,49.0,
2006-08-27,4.0,21.0,86.0,4.0,20.0,18.0,6.0,10.0,20.0,19.0,52.0,2.0,,22.0,19.0,11.0,57.0,29.0,57.0,2.0
2006-08-28,3.0,12.0,86.0,18.0,23.0,2.0,4.0,22.0,19.0,20.0,42.0,4.0,,29.0,15.0,18.0,45.0,48.0,40.0,2.0
2006-08-29,9.0,19.0,131.0,5.0,18.0,9.0,7.0,23.0,21.0,29.0,50.0,3.0,4.0,35.0,16.0,10.0,38.0,43.0,35.0,2.0
2006-08-30,6.0,7.0,83.0,3.0,20.0,6.0,9.0,26.0,19.0,37.0,35.0,6.0,4.0,30.0,13.0,10.0,49.0,41.0,50.0,5.0
2006-08-31,6.0,19.0,138.0,7.0,18.0,8.0,8.0,18.0,23.0,31.0,39.0,2.0,7.0,17.0,13.0,12.0,41.0,58.0,59.0,4.0
2006-09-01,4.0,7.0,84.0,10.0,19.0,8.0,3.0,22.0,16.0,26.0,34.0,1.0,7.0,35.0,16.0,4.0,33.0,35.0,39.0,1.0
2006-09-02,5.0,10.0,52.0,6.0,17.0,12.0,5.0,10.0,23.0,12.0,42.0,,,14.0,4.0,14.0,39.0,39.0,40.0,
2006-09-03,7.0,19.0,161.0,3.0,19.0,23.0,7.0,9.0,26.0,18.0,56.0,4.0,,17.0,12.0,15.0,54.0,36.0,51.0,6.0
2006-09-04,10.0,15.0,114.0,8.0,17.0,12.0,11.0,5.0,15.0,19.0,52.0,7.0,,25.0,6.0,7.0,42.0,35.0,56.0,4.0
2006-09-05,5.0,19.0,116.0,10.0,20.0,9.0,5.0,26.0,23.0,27.0,43.0,6.0,7.0,25.0,17.0,6.0,52.0,46.0,51.0,4.0
2006-09-06,1.0,16.0,121.0,7.0,23.0,7.0,19.0,34.0,21.0,33.0,46.0,2.0,6.0,32.0,9.0,8.0,45.0,46.0,48.0,7.0
2006-09-07,3.0,14.0,90.0,4.0,19.0,5.0,8.0,27.0,13.0,36.0,51.0,1.0,7.0,32.0,11.0,16.0,43.0,41.0,34.0,7.0
2006-09-08,5.0,19.0,96.0,4.0,21.0,9.0,5.0,20.0,30.0,30.0,48.0,1.0,8.0,22.0,8.0,10.0,46.0,54.0,36.0,2.0
2006-09-09,4.0,17.0,84.0,6.0,25.0,14.0,5.0,7.0,13.0,17.0,68.0,5.0,7.0,23.0,15.0,7.0,35.0,45.0,46.0,1.0
2006-09-10,9.0,23.0,92.0,6.0,12.0,17.0,5.0,8.0,30.0,19.0,88.0,4.0,,32.0,8.0,5.0,49.0,35.0,59.0,2.0
2006-09-11,7.0,12.0,60.0,4.0,25.0,8.0,7.0,30.0,18.0,25.0,49.0,4.0,,32.0,13.0,7.0,46.0,57.0,53.0,8.0
2006-09-12,7.0,14.0,87.0,3.0,21.0,5.0,10.0,21.0,23.0,42.0,56.0,9.0,8.0,35.0,4.0,6.0,46.0,45.0,32.0,6.0
2006-09-13,5.0,15.0,76.0,7.0,16.0,6.0,7.0,26.0,20.0,51.0,65.0,3.0,2.0,24.0,9.0,7.0,39.0,48.0,33.0,9.0
2006-09-14,7.0,12.0,73.0,17.0,23.0,8.0,9.0,20.0,11.0,29.0,47.0,1.0,7.0,30.0,7.0,12.0,47.0,42.0,32.0,1.0
2006-09-15,4.0,22.0,55.0,4.0,19.0,8.0,14.0,28.0,13.0,25.0,61.0,4.0,6.0,22.0,11.0,14.0,51.0,44.0,44.0,5.0
2006-09-16,8.0,21.0,140.0,6.0,20.0,23.0,14.0,8.0,19.0,21.0,62.0,4.0,,29.0,11.0,12.0,40.0,33.0,66.0,1.0
2006-09-17,10.0,30.0,129.0,3.0,16.0,12.0,14.0,6.0,26.0,20.0,65.0,3.0,,18.0,16.0,15.0,48.0,39.0,63.0,5.0
2006-09-18,8.0,22.0,72.0,8.0,23.0,5.0,17.0,28.0,18.0,26.0,74.0,9.0,,27.0,5.0,10.0,35.0,45.0,60.0,2.0
2006-09-19,8.0,13.0,103.0,5.0,19.0,3.0,16.0,29.0,24.0,38.0,74.0,3.0,,34.0,10.0,17.0,39.0,63.0,53.0,7.0
2006-09-20,3.0,21.0,81.0,8.0,17.0,4.0,12.0,26.0,21.0,43.0,69.0,6.0,8.0,20.0,12.0,14.0,39.0,49.0,41.0,11.0
2006-09-21,8.0,16.0,114.0,8.0,27.0,7.0,15.0,18.0,18.0,29.0,66.0,2.0,8.0,34.0,9.0,13.0,39.0,41.0,50.0,7.0
2006-09-22,9.0,14.0,48.0,3.0,20.0,16.0,7.0,27.0,23.0,30.0,67.0,3.0,3.0,25.0,12.0,13.0,34.0,51.0,44.0,3.0
2006-09-23,5.0,19.0,91.0,11.0,10.0,20.0,14.0,12.0,22.0,29.0,54.0,4.0,1.0,23.0,7.0,12.0,26.0,42.0,36.0,3.0
2006-09-24,8.0,22.0,108.0,7.0,16.0,11.0,14.0,7.0,25.0,14.0,60.0,2.0,,32.0,10.0,12.0,49.0,36.0,52.0,2.0
2006-09-25,7.0,19.0,68.0,7.0,32.0,6.0,12.0,22.0,16.0,22.0,51.0,3.0,,25.0,7.0,16.0,50.0,56.0,59.0,4.0
2006-09-26,12.0,10.0,155.0,6.0,23.0,4.0,6.0,30.0,16.0,44.0,74.0,5.0,8.0,40.0,9.0,13.0,45.0,46.0,44.0,5.0
2006-09-27,3.0,17.0,142.0,5.0,21.0,6.0,19.0,23.0,24.0,45.0,61.0,3.0,9.0,30.0,12.0,12.0,52.0,49.0,31.0,12.0
2006-09-28,6.0,17.0,95.0,10.0,21.0,6.0,11.0,28.0,9.0,33.0,75.0,4.0,13.0,24.0,13.0,10.0,54.0,54.0,53.0,5.0
2006-09-29,2.0,15.0,73.0,4.0,17.0,17.0,11.0,28.0,12.0,33.0,65.0,4.0,6.0,32.0,5.0,15.0,52.0,36.0,46.0,2.0
2006-09-30,4.0,18.0,95.0,5.0,18.0,15.0,13.0,16.0,22.0,15.0,52.0,2.0,4.0,27.0,12.0,10.0,37.0,45.0,48.0,4.0
2006-10-01,17.0,21.0,138.0,2.0,20.0,14.0,7.0,6.0,12.0,20.0,79.0,2.0,,14.0,14.0,7.0,33.0,33.0,58.0,5.0
2006-10-02,7.0,12.0,72.0,14.0,20.0,5.0,5.0,25.0,24.0,30.0,48.0,3.0,,22.0,14.0,9.0,39.0,44.0,65.0,1.0
2006-10-03,8.0,18.0,66.0,6.0,19.0,7.0,17.0,30.0,16.0,53.0,73.0,7.0,4.0,24.0,13.0,8.0,41.0,45.0,45.0,16.0
2006-10-04,10.0,10.0,106.0,5.0,26.0,10.0,15.0,23.0,14.0,26.0,67.0,4.0,6.0,24.0,19.0,21.0,26.0,42.0,39.0,9.0
2006-10-05,6.0,12.0,94.0,4.0,16.0,6.0,15.0,24.0,26.0,24.0,53.0,4.0,8.0,23.0,16.0,6.0,36.0,52.0,57.0,5.0
2006-10-06,10.0,19.0,66.0,5.0,21.0,10.0,5.0,18.0,17.0,22.0,60.0,5.0,5.0,19.0,7.0,7.0,29.0,37.0,44.0,4.0
2006-10-07,7.0,15.0,96.0,9.0,20.0,12.0,4.0,10.0,22.0,17.0,54.0,1.0,6.0,16.0,18.0,21.0,38.0,42.0,41.0,3.0
2006-10-08,7.0,18.0,159.0,6.0,14.0,11.0,4.0,4.0,16.0,15.0,53.0,3.0,,23.0,16.0,8.0,41.0,29.0,48.0,4.0
2006-10-09,6.0,10.0,102.0,5.0,19.0,7.0,6.0,10.0,16.0,31.0,52.0,5.0,,27.0,15.0,12.0,48.0,40.0,69.0,2.0
2006-10-10,5.0,12.0,81.0,7.0,23.0,5.0,18.0,29.0,13.0,37.0,75.0,3.0,9.0,26.0,10.0,8.0,35.0,51.0,58.0,10.0
2006-10-11,14.0,16.0,121.0,7.0,22.0,3.0,11.0,19.0,21.0,31.0,47.0,3.0,7.0,20.0,6.0,15.0,46.0,37.0,35.0,7.0
2006-10-12,5.0,21.0,109.0,8.0,17.0,8.0,19.0,18.0,15.0,38.0,70.0,6.0,,22.0,15.0,13.0,46.0,42.0,44.0,5.0
2006-10-13,10.0,16.0,54.0,,11.0,11.0,9.0,20.0,17.0,24.0,77.0,5.0,3.0,19.0,16.0,15.0,32.0,43.0,47.0,6.0
2006-10-14,4.0,13.0,60.0,5.0,21.0,13.0,10.0,11.0,17.0,11.0,43.0,3.0,1.0,21.0,11.0,11.0,43.0,52.0,56.0,1.0
2006-10-15,6.0,11.0,96.0,7.0,23.0,16.0,9.0,5.0,18.0,16.0,50.0,1.0,,10.0,14.0,13.0,43.0,40.0,49.0,4.0
2006-10-16,7.0,13.0,82.0,11.0,25.0,15.0,9.0,20.0,24.0,29.0,55.0,4.0,,38.0,19.0,14.0,34.0,45.0,40.0,7.0
2006-10-17,9.0,10.0,122.0,3.0,13.0,7.0,3.0,21.0,25.0,36.0,74.0,5.0,8.0,25.0,19.0,13.0,50.0,47.0,43.0,3.0
2006-10-18,13.0,9.0,119.0,10.0,18.0,6.0,21.0,19.0,10.0,45.0,73.0,3.0,7.0,31.0,12.0,12.0,40.0,55.0,51.0,4.0
2006-10-19,4.0,11.0,117.0,4.0,18.0,8.0,14.0,18.0,24.0,31.0,67.0,3.0,,21.0,15.0,13.0,42.0,60.0,43.0,6.0
2006-10-20,7.0,17.0,48.0,2.0,21.0,13.0,9.0,12.0,16.0,19.0,65.0,5.0,3.0,23.0,15.0,9.0,42.0,47.0,34.0,4.0
2006-10-21,9.0,17.0,119.0,,18.0,23.0,11.0,18.0,25.0,22.0,49.0,1.0,,25.0,11.0,16.0,47.0,31.0,57.0,2.0
2006-10-22,8.0,31.0,187.0,7.0,15.0,6.0,11.0,2.0,22.0,12.0,49.0,2.0,,33.0,18.0,13.0,39.0,25.0,49.0,2.0
2006-10-23,8.0,14.0,84.0,8.0,24.0,7.0,7.0,23.0,26.0,28.0,65.0,7.0,,24.0,25.0,17.0,48.0,62.0,47.0,5.0
2006-10-24,4.0,17.0,127.0,7.0,17.0,6.0,13.0,21.0,21.0,33.0,52.0,5.0,4.0,33.0,16.0,14.0,41.0,47.0,41.0,12.0
2006-10-25,5.0,9.0,125.0,8.0,25.0,7.0,18.0,23.0,22.0,47.0,67.0,5.0,3.0,17.0,14.0,19.0,35.0,35.0,42.0,9.0
2006-10-26,12.0,8.0,153.0,4.0,15.0,9.0,13.0,19.0,21.0,34.0,57.0,6.0,,24.0,13.0,9.0,50.0,39.0,43.0,5.0
2006-10-27,2.0,11.0,90.0,1.0,18.0,13.0,7.0,19.0,24.0,19.0,41.0,4.0,6.0,30.0,22.0,12.0,38.0,45.0,35.0,1.0
2006-10-28,5.0,28.0,74.0,3.0,19.0,16.0,6.0,7.0,17.0,19.0,41.0,1.0,,24.0,9.0,12.0,57.0,35.0,53.0,2.0
2006-10-29,13.0,15.0,92.0,5.0,19.0,19.0,8.0,8.0,27.0,13.0,67.0,3.0,,22.0,12.0,16.0,50.0,37.0,64.0,
2006-10-30,5.0,13.0,120.0,8.0,25.0,4.0,12.0,25.0,23.0,37.0,60.0,6.0,,29.0,16.0,16.0,41.0,47.0,109.0,11.0
2006-10-31,7.0,18.0,95.0,6.0,22.0,12.0,11.0,26.0,12.0,33.0,87.0,4.0,7.0,30.0,8.0,13.0,43.0,42.0,82.0,11.0
2006-11-01,6.0,18.0,93.0,4.0,30.0,7.0,10.0,19.0,17.0,54.0,76.0,5.0,8.0,36.0,16.0,12.0,36.0,40.0,54.0,5.0
2006-11-02,3.0,25.0,84.0,7.0,19.0,7.0,13.0,24.0,18.0,35.0,57.0,6.0,4.0,34.0,8.0,16.0,53.0,58.0,48.0,5.0
2006-11-03,6.0,17.0,77.0,3.0,18.0,10.0,14.0,23.0,13.0,36.0,61.0,4.0,4.0,15.0,19.0,9.0,33.0,38.0,43.0,5.0
2006-11-04,4.0,13.0,93.0,2.0,19.0,9.0,9.0,13.0,25.0,29.0,50.0,1.0,3.0,18.0,4.0,16.0,21.0,27.0,59.0,4.0
2006-11-05,3.0,16.0,116.0,1.0,11.0,19.0,12.0,10.0,18.0,30.0,36.0,3.0,,19.0,12.0,16.0,38.0,33.0,58.0,1.0
2006-11-06,5.0,18.0,90.0,5.0,28.0,8.0,5.0,34.0,18.0,25.0,64.0,6.0,,29.0,17.0,15.0,45.0,50.0,65.0,2.0
