Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vagrancy/Loitering,Vandalism/Criminal Mischief,Weapon Violations
2014-05-09,,4.0,27.0,3.0,2.0,1.0,3.0,6.0,,4.0,14.0,,4.0,1.0,4.0,5.0,28.0,,6.0,2.0
2014-05-10,,7.0,34.0,2.0,4.0,6.0,2.0,1.0,,2.0,10.0,,6.0,1.0,3.0,9.0,17.0,,6.0,1.0
2014-05-11,,1.0,19.0,,5.0,4.0,,,2.0,2.0,14.0,2.0,2.0,1.0,2.0,10.0,21.0,,4.0,1.0
2014-05-12,,2.0,24.0,1.0,7.0,1.0,2.0,10.0,,3.0,14.0,,6.0,,,4.0,18.0,1.0,12.0,1.0
2014-05-13,3.0,9.0,29.0,4.0,2.0,1.0,1.0,7.0,,1.0,17.0,1.0,3.0,,5.0,15.0,22.0,,19.0,1.0
2014-05-14,3.0,6.0,28.0,2.0,15.0,3.0,2.0,6.0,1.0,5.0,17.0,,3.0,,2.0,9.0,26.0,1.0,7.0,
2014-05-15,1.0,3.0,31.0,,8.0,2.0,4.0,8.0,1.0,3.0,11.0,,5.0,3.0,3.0,10.0,28.0,,7.0,2.0
2014-05-16,1.0,1.0,13.0,2.0,4.0,2.0,2.0,7.0,2.0,3.0,9.0,,2.0,4.0,3.0,7.0,21.0,,12.0,1.0
2014-05-17,1.0,,24.0,1.0,4.0,,1.0,8.0,,2.0,15.0,,5.0,,3.0,16.0,14.0,,8.0,1.0
2014-05-18,2.0,4.0,34.0,,4.0,4.0,1.0,3.0,2.0,1.0,17.0,,2.0,2.0,2.0,4.0,22.0,,18.0,1.0
2014-05-19,1.0,6.0,38.0,1.0,7.0,5.0,2.0,9.0,2.0,1.0,12.0,,8.0,2.0,2.0,7.0,33.0,,8.0,2.0
2014-05-20,1.0,2.0,23.0,1.0,6.0,,,8.0,2.0,5.0,17.0,1.0,4.0,3.0,4.0,10.0,20.0,1.0,12.0,
2014-05-21,3.0,6.0,37.0,2.0,5.0,,1.0,4.0,,5.0,15.0,,9.0,,2.0,10.0,26.0,,8.0,4.0
2014-05-22,,1.0,24.0,1.0,8.0,1.0,4.0,8.0,1.0,3.0,19.0,,13.0,2.0,1.0,14.0,31.0,,4.0,1.0
2014-05-23,,3.0,26.0,2.0,3.0,3.0,,12.0,1.0,2.0,12.0,1.0,4.0,2.0,2.0,12.0,17.0,,4.0,1.0
2014-05-24,3.0,,48.0,,3.0,1.0,4.0,1.0,,4.0,6.0,,3.0,2.0,6.0,6.0,18.0,,14.0,3.0
2014-05-25,1.0,2.0,21.0,,3.0,7.0,1.0,4.0,1.0,1.0,11.0,,6.0,1.0,2.0,12.0,13.0,,14.0,1.0
2014-05-26,2.0,6.0,23.0,,4.0,6.0,1.0,1.0,,1.0,14.0,,6.0,3.0,3.0,6.0,19.0,,14.0,
2014-05-27,2.0,2.0,22.0,,8.0,1.0,1.0,5.0,,1.0,14.0,,3.0,,1.0,16.0,27.0,,14.0,1.0
2014-05-28,4.0,2.0,22.0,174.0,9.0,,1.0,8.0,4.0,3.0,17.0,1.0,7.0,2.0,2.0,6.0,26.0,,7.0,
2014-05-29,2.0,3.0,19.0,,4.0,2.0,,8.0,5.0,3.0,14.0,,9.0,2.0,4.0,17.0,20.0,,9.0,
2014-05-30,,3.0,43.0,1.0,4.0,4.0,4.0,7.0,,4.0,14.0,,4.0,1.0,,7.0,25.0,,9.0,
2014-05-31,2.0,4.0,42.0,,5.0,4.0,2.0,3.0,1.0,8.0,9.0,2.0,3.0,1.0,2.0,7.0,23.0,,9.0,2.0
2014-06-01,,7.0,23.0,,5.0,3.0,1.0,4.0,,2.0,10.0,,4.0,,2.0,8.0,22.0,,16.0,
2014-06-02,,4.0,17.0,,4.0,3.0,,6.0,,3.0,14.0,,5.0,1.0,1.0,12.0,21.0,1.0,17.0,
2014-06-03,,,28.0,3.0,4.0,,1.0,5.0,1.0,7.0,17.0,1.0,10.0,1.0,2.0,6.0,29.0,1.0,5.0,1.0
2014-06-04,,4.0,29.0,,5.0,2.0,1.0,8.0,2.0,4.0,14.0,,5.0,,1.0,7.0,14.0,,5.0,1.0
2014-06-05,3.0,4.0,26.0,2.0,5.0,3.0,2.0,7.0,,7.0,11.0,1.0,4.0,3.0,1.0,4.0,30.0,,12.0,2.0
2014-06-06,2.0,2.0,28.0,,10.0,2.0,2.0,7.0,,2.0,17.0,,13.0,1.0,2.0,4.0,31.0,,5.0,
2014-06-07,1.0,3.0,41.0,,3.0,4.0,2.0,2.0,2.0,3.0,10.0,,4.0,2.0,3.0,11.0,22.0,,11.0,
2014-06-08,,10.0,30.0,,2.0,4.0,4.0,2.0,1.0,2.0,11.0,,2.0,2.0,6.0,5.0,14.0,,12.0,1.0
2014-06-09,1.0,2.0,29.0,,5.0,,,3.0,2.0,,11.0,,1.0,1.0,5.0,10.0,27.0,,9.0,3.0
2014-06-10,,2.0,24.0,,7.0,2.0,4.0,6.0,,14.0,8.0,2.0,2.0,,4.0,6.0,26.0,,18.0,1.0
2014-06-11,,7.0,25.0,2.0,3.0,,1.0,11.0,1.0,7.0,18.0,1.0,4.0,,1.0,7.0,22.0,,11.0,
2014-06-12,2.0,3.0,24.0,1.0,3.0,1.0,1.0,11.0,1.0,6.0,17.0,,1.0,,1.0,8.0,14.0,,7.0,2.0
2014-06-13,,2.0,25.0,,5.0,2.0,1.0,10.0,3.0,7.0,11.0,,4.0,2.0,3.0,11.0,19.0,,4.0,
2014-06-14,,3.0,35.0,1.0,4.0,3.0,5.0,5.0,1.0,4.0,8.0,,1.0,,2.0,6.0,22.0,,10.0,1.0
2014-06-15,1.0,6.0,16.0,,3.0,3.0,2.0,,1.0,1.0,10.0,,2.0,,5.0,3.0,13.0,,10.0,
2014-06-16,4.0,3.0,24.0,,7.0,,1.0,8.0,2.0,,13.0,,4.0,1.0,1.0,11.0,22.0,,7.0,
2014-06-17,1.0,2.0,14.0,1.0,10.0,2.0,1.0,6.0,,7.0,17.0,,9.0,2.0,2.0,6.0,19.0,,8.0,
2014-06-18,1.0,2.0,19.0,1.0,5.0,2.0,1.0,14.0,,5.0,10.0,,4.0,,3.0,8.0,28.0,,4.0,1.0
2014-06-19,3.0,2.0,23.0,,4.0,3.0,2.0,9.0,1.0,3.0,17.0,1.0,4.0,3.0,4.0,3.0,28.0,,10.0,
2014-06-20,2.0,2.0,41.0,2.0,6.0,1.0,1.0,9.0,1.0,4.0,12.0,1.0,3.0,,1.0,6.0,25.0,,10.0,1.0
2014-06-21,1.0,2.0,39.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,15.0,,1.0,2.0,5.0,6.0,21.0,,12.0,
2014-06-22,1.0,7.0,29.0,3.0,6.0,1.0,3.0,2.0,1.0,1.0,12.0,1.0,2.0,,3.0,3.0,14.0,,6.0,
2014-06-23,,3.0,21.0,1.0,11.0,2.0,1.0,8.0,3.0,1.0,17.0,,8.0,1.0,3.0,15.0,16.0,,10.0,
2014-06-24,7.0,3.0,25.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,6.0,,2.0,4.0,,6.0,28.0,,11.0,1.0
2014-06-25,2.0,3.0,35.0,1.0,6.0,,3.0,11.0,1.0,4.0,14.0,,2.0,1.0,2.0,11.0,29.0,,14.0,1.0
2014-06-26,,2.0,37.0,,3.0,,2.0,3.0,6.0,6.0,12.0,,4.0,1.0,,12.0,36.0,,8.0,2.0
2014-06-27,,3.0,23.0,2.0,9.0,3.0,3.0,7.0,3.0,5.0,9.0,,3.0,1.0,1.0,5.0,23.0,,9.0,
2014-06-28,,3.0,25.0,1.0,3.0,3.0,4.0,6.0,1.0,2.0,12.0,,4.0,2.0,3.0,10.0,13.0,,15.0,
2014-06-29,1.0,3.0,35.0,,5.0,4.0,,4.0,,3.0,15.0,,2.0,1.0,4.0,5.0,16.0,,13.0,
2014-06-30,,,46.0,,6.0,2.0,1.0,3.0,2.0,1.0,13.0,,2.0,2.0,2.0,12.0,17.0,,10.0,
2014-07-01,1.0,5.0,57.0,,7.0,1.0,3.0,9.0,1.0,3.0,12.0,1.0,4.0,,2.0,5.0,23.0,,11.0,1.0
2014-07-02,,4.0,28.0,,7.0,1.0,1.0,7.0,1.0,4.0,8.0,1.0,2.0,2.0,1.0,8.0,17.0,,8.0,1.0
2014-07-03,1.0,2.0,65.0,1.0,3.0,1.0,,5.0,1.0,8.0,13.0,,5.0,,4.0,9.0,21.0,,15.0,1.0
2014-07-04,,6.0,23.0,1.0,1.0,,,1.0,1.0,3.0,13.0,,1.0,,3.0,2.0,21.0,,13.0,1.0
2014-07-05,,1.0,22.0,,10.0,4.0,6.0,4.0,,1.0,10.0,2.0,,,,10.0,18.0,,14.0,
2014-07-06,1.0,2.0,32.0,,2.0,2.0,2.0,4.0,2.0,3.0,16.0,2.0,2.0,2.0,4.0,7.0,18.0,,9.0,
2014-07-07,,5.0,25.0,,6.0,1.0,5.0,7.0,2.0,1.0,7.0,1.0,5.0,2.0,1.0,19.0,21.0,,9.0,
2014-07-08,4.0,,15.0,1.0,5.0,,1.0,7.0,,4.0,12.0,,3.0,3.0,2.0,6.0,35.0,1.0,10.0,1.0
2014-07-09,,1.0,22.0,,9.0,,2.0,7.0,,8.0,17.0,,5.0,3.0,1.0,7.0,17.0,,3.0,1.0
2014-07-10,2.0,,32.0,,8.0,,1.0,9.0,2.0,6.0,12.0,1.0,1.0,1.0,3.0,5.0,19.0,,7.0,
2014-07-11,,2.0,28.0,,1.0,,2.0,7.0,2.0,4.0,12.0,1.0,3.0,1.0,2.0,7.0,23.0,,6.0,1.0
2014-07-12,,7.0,38.0,,2.0,1.0,3.0,7.0,,1.0,4.0,,3.0,2.0,3.0,5.0,24.0,,5.0,
2014-07-13,3.0,6.0,29.0,,3.0,2.0,6.0,7.0,,,10.0,1.0,3.0,3.0,2.0,5.0,20.0,,13.0,1.0
2014-07-14,3.0,2.0,29.0,2.0,7.0,1.0,1.0,5.0,1.0,3.0,11.0,,1.0,2.0,2.0,12.0,29.0,,8.0,
2014-07-15,1.0,2.0,15.0,,7.0,,,9.0,1.0,2.0,9.0,,5.0,3.0,2.0,5.0,23.0,,13.0,
2014-07-16,,4.0,25.0,,4.0,,1.0,8.0,2.0,9.0,10.0,,5.0,3.0,4.0,8.0,27.0,,10.0,
2014-07-17,1.0,3.0,39.0,,1.0,1.0,4.0,6.0,2.0,1.0,15.0,1.0,6.0,1.0,2.0,11.0,22.0,,7.0,2.0
2014-07-18,,4.0,34.0,,3.0,14.0,2.0,6.0,,6.0,5.0,1.0,3.0,1.0,2.0,5.0,33.0,,7.0,1.0
2014-07-19,,1.0,33.0,1.0,4.0,4.0,2.0,1.0,2.0,7.0,14.0,1.0,2.0,1.0,3.0,14.0,19.0,,8.0,1.0
2014-07-20,,4.0,38.0,,2.0,4.0,2.0,3.0,1.0,1.0,11.0,,3.0,,3.0,6.0,22.0,,13.0,
2014-07-21,3.0,8.0,50.0,2.0,7.0,1.0,1.0,10.0,2.0,5.0,12.0,1.0,3.0,1.0,2.0,9.0,27.0,,9.0,
2014-07-22,,3.0,53.0,2.0,6.0,1.0,2.0,8.0,1.0,9.0,10.0,,4.0,1.0,2.0,4.0,27.0,,12.0,2.0
2014-07-23,1.0,5.0,24.0,,4.0,,1.0,13.0,,3.0,14.0,,8.0,,1.0,4.0,28.0,,10.0,1.0
2014-07-24,2.0,2.0,44.0,1.0,5.0,1.0,,7.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,6.0,24.0,,8.0,
2014-07-25,,3.0,20.0,2.0,12.0,2.0,1.0,7.0,1.0,8.0,16.0,1.0,2.0,,6.0,9.0,22.0,,17.0,
2014-07-26,1.0,5.0,30.0,1.0,3.0,2.0,3.0,6.0,3.0,6.0,11.0,1.0,3.0,1.0,2.0,8.0,16.0,,7.0,
2014-07-27,,3.0,25.0,2.0,7.0,4.0,1.0,4.0,,4.0,13.0,,3.0,,4.0,7.0,17.0,,11.0,1.0
2014-07-28,,,58.0,2.0,5.0,,,7.0,2.0,5.0,17.0,,2.0,,2.0,15.0,24.0,,12.0,
2014-07-29,,3.0,63.0,1.0,6.0,1.0,3.0,7.0,,4.0,20.0,1.0,11.0,2.0,5.0,12.0,29.0,2.0,5.0,
2014-07-30,1.0,3.0,38.0,3.0,5.0,1.0,1.0,6.0,1.0,3.0,13.0,1.0,6.0,,1.0,7.0,29.0,1.0,6.0,3.0
2014-07-31,1.0,3.0,34.0,52.0,2.0,1.0,3.0,10.0,5.0,6.0,11.0,,8.0,2.0,1.0,9.0,19.0,,10.0,1.0
2014-08-01,1.0,7.0,34.0,3.0,2.0,2.0,4.0,6.0,,4.0,15.0,2.0,,1.0,1.0,5.0,22.0,,17.0,
2014-08-02,,5.0,30.0,,2.0,1.0,6.0,6.0,,,10.0,,4.0,1.0,1.0,9.0,23.0,,14.0,1.0
2014-08-03,,4.0,36.0,,4.0,3.0,1.0,5.0,3.0,,15.0,,2.0,1.0,3.0,9.0,14.0,,11.0,
2014-08-04,1.0,3.0,28.0,1.0,8.0,3.0,3.0,10.0,,,10.0,1.0,3.0,,1.0,9.0,27.0,,8.0,
2014-08-05,1.0,1.0,29.0,,8.0,2.0,1.0,9.0,3.0,3.0,15.0,,1.0,,,9.0,27.0,,9.0,
2014-08-06,,4.0,25.0,2.0,8.0,,1.0,10.0,4.0,2.0,13.0,,,,3.0,8.0,14.0,,11.0,
2014-08-07,4.0,2.0,27.0,,4.0,1.0,4.0,5.0,2.0,5.0,12.0,,3.0,1.0,,7.0,24.0,,10.0,
2014-08-08,,,22.0,1.0,4.0,3.0,2.0,11.0,,2.0,14.0,1.0,7.0,1.0,2.0,6.0,19.0,,8.0,
2014-08-09,1.0,3.0,19.0,,5.0,3.0,4.0,5.0,1.0,6.0,10.0,1.0,2.0,,1.0,4.0,18.0,,19.0,2.0
2014-08-10,1.0,9.0,35.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,15.0,,3.0,,3.0,4.0,12.0,,10.0,
2014-08-11,,9.0,25.0,,5.0,2.0,1.0,5.0,4.0,1.0,15.0,1.0,,2.0,3.0,5.0,33.0,,15.0,1.0
2014-08-12,1.0,2.0,28.0,,3.0,3.0,,7.0,2.0,3.0,7.0,,4.0,1.0,2.0,8.0,9.0,,13.0,2.0
2014-08-13,3.0,3.0,39.0,4.0,9.0,2.0,2.0,11.0,2.0,6.0,18.0,1.0,5.0,,1.0,4.0,16.0,,8.0,2.0
2014-08-14,3.0,3.0,29.0,,6.0,1.0,2.0,6.0,4.0,2.0,13.0,3.0,8.0,,,9.0,25.0,,5.0,2.0
2014-08-15,,8.0,39.0,,6.0,1.0,5.0,7.0,1.0,4.0,16.0,,5.0,2.0,3.0,4.0,26.0,,12.0,
2014-08-16,1.0,5.0,37.0,,4.0,2.0,1.0,3.0,1.0,1.0,16.0,,5.0,,3.0,3.0,24.0,,9.0,
2014-08-17,1.0,3.0,30.0,4.0,8.0,3.0,,2.0,1.0,1.0,11.0,1.0,3.0,,2.0,5.0,25.0,,7.0,1.0
2014-08-18,,3.0,18.0,2.0,4.0,1.0,,6.0,,3.0,12.0,,3.0,2.0,1.0,7.0,19.0,,6.0,
2014-08-19,2.0,2.0,39.0,2.0,4.0,1.0,3.0,11.0,2.0,3.0,5.0,,3.0,1.0,,5.0,21.0,,6.0,1.0
2014-08-20,4.0,2.0,41.0,,4.0,5.0,1.0,5.0,1.0,1.0,9.0,,2.0,1.0,3.0,3.0,22.0,,14.0,
2014-08-21,1.0,,29.0,4.0,5.0,1.0,5.0,11.0,1.0,4.0,6.0,,4.0,1.0,2.0,6.0,22.0,,13.0,2.0
2014-08-22,,1.0,30.0,,4.0,1.0,,12.0,4.0,6.0,12.0,,1.0,,3.0,8.0,26.0,,8.0,1.0
2014-08-23,,4.0,22.0,,2.0,3.0,2.0,4.0,1.0,3.0,9.0,1.0,2.0,1.0,1.0,18.0,17.0,,6.0,1.0
2014-08-24,1.0,3.0,41.0,2.0,2.0,5.0,6.0,2.0,1.0,1.0,16.0,,2.0,1.0,3.0,7.0,21.0,,7.0,
2014-08-25,1.0,2.0,28.0,2.0,2.0,,,6.0,4.0,1.0,11.0,,12.0,1.0,3.0,5.0,20.0,,16.0,2.0
2014-08-26,1.0,3.0,28.0,1.0,4.0,1.0,1.0,6.0,2.0,6.0,16.0,,3.0,1.0,1.0,12.0,24.0,,9.0,
2014-08-27,,5.0,18.0,,6.0,,1.0,6.0,1.0,7.0,11.0,1.0,4.0,2.0,6.0,6.0,23.0,,12.0,1.0
2014-08-28,,,21.0,1.0,5.0,1.0,,5.0,1.0,6.0,8.0,1.0,6.0,1.0,1.0,4.0,26.0,,14.0,
2014-08-29,1.0,4.0,16.0,,6.0,,6.0,8.0,,2.0,11.0,1.0,1.0,,6.0,8.0,18.0,,5.0,1.0
2014-08-30,,4.0,16.0,1.0,5.0,4.0,4.0,1.0,,7.0,9.0,,3.0,3.0,2.0,6.0,17.0,,11.0,1.0
2014-08-31,3.0,8.0,14.0,,4.0,2.0,2.0,1.0,2.0,1.0,14.0,,6.0,,1.0,4.0,15.0,,13.0,2.0
2014-09-01,1.0,2.0,13.0,,3.0,2.0,,1.0,2.0,3.0,12.0,,4.0,,,3.0,20.0,,9.0,
2014-09-02,4.0,7.0,43.0,3.0,3.0,3.0,6.0,9.0,1.0,3.0,22.0,,3.0,,1.0,8.0,22.0,,16.0,1.0
2014-09-03,2.0,5.0,34.0,,4.0,1.0,1.0,16.0,,10.0,9.0,1.0,3.0,3.0,4.0,9.0,15.0,1.0,8.0,
2014-09-04,,4.0,27.0,2.0,1.0,,2.0,13.0,3.0,5.0,7.0,,6.0,1.0,1.0,5.0,16.0,1.0,12.0,
2014-09-05,1.0,5.0,28.0,2.0,7.0,2.0,1.0,7.0,,5.0,17.0,,4.0,,,9.0,15.0,,10.0,1.0
2014-09-06,3.0,6.0,46.0,,4.0,5.0,2.0,4.0,,10.0,11.0,,2.0,2.0,2.0,6.0,17.0,1.0,1.0,
2014-09-07,1.0,6.0,41.0,2.0,2.0,1.0,2.0,5.0,1.0,,9.0,,3.0,1.0,3.0,10.0,27.0,,8.0,
2014-09-08,2.0,3.0,21.0,1.0,4.0,2.0,1.0,7.0,2.0,4.0,9.0,,4.0,2.0,2.0,12.0,27.0,,10.0,3.0
2014-09-09,,2.0,38.0,,9.0,1.0,4.0,5.0,2.0,5.0,16.0,1.0,2.0,1.0,2.0,8.0,15.0,1.0,9.0,2.0
2014-09-10,,4.0,37.0,2.0,4.0,1.0,2.0,7.0,3.0,3.0,12.0,,3.0,1.0,3.0,4.0,18.0,1.0,4.0,
2014-09-11,,4.0,31.0,1.0,2.0,2.0,1.0,10.0,,10.0,10.0,,2.0,4.0,4.0,10.0,13.0,,9.0,3.0
2014-09-12,2.0,1.0,43.0,,2.0,1.0,,7.0,,2.0,15.0,1.0,7.0,1.0,3.0,7.0,16.0,,4.0,1.0
2014-09-13,3.0,1.0,54.0,,3.0,2.0,1.0,8.0,,5.0,6.0,,3.0,,5.0,9.0,16.0,,7.0,
2014-09-14,,2.0,42.0,,3.0,6.0,,4.0,,4.0,8.0,,2.0,1.0,5.0,9.0,27.0,1.0,14.0,
2014-09-15,,6.0,14.0,1.0,4.0,1.0,,11.0,3.0,2.0,20.0,,5.0,2.0,4.0,4.0,16.0,1.0,6.0,1.0
2014-09-16,1.0,6.0,17.0,,3.0,3.0,3.0,7.0,2.0,3.0,12.0,,3.0,2.0,3.0,8.0,19.0,,11.0,2.0
2014-09-17,1.0,1.0,18.0,2.0,2.0,2.0,4.0,11.0,1.0,5.0,12.0,1.0,4.0,1.0,2.0,10.0,13.0,,6.0,2.0
2014-09-18,1.0,8.0,28.0,2.0,5.0,3.0,1.0,13.0,,4.0,11.0,,5.0,,5.0,9.0,27.0,,7.0,2.0
2014-09-19,,3.0,25.0,1.0,4.0,1.0,6.0,7.0,,1.0,16.0,1.0,1.0,2.0,,9.0,22.0,,19.0,1.0
2014-09-20,,4.0,16.0,1.0,4.0,3.0,6.0,5.0,,3.0,17.0,1.0,6.0,1.0,4.0,7.0,20.0,,10.0,2.0
2014-09-21,2.0,6.0,26.0,,6.0,1.0,3.0,3.0,2.0,3.0,14.0,,5.0,3.0,2.0,14.0,22.0,3.0,13.0,1.0
2014-09-22,3.0,3.0,15.0,1.0,5.0,,6.0,16.0,,1.0,9.0,,7.0,2.0,4.0,8.0,23.0,,8.0,1.0
2014-09-23,,3.0,26.0,2.0,7.0,2.0,2.0,7.0,1.0,10.0,9.0,,5.0,1.0,2.0,8.0,22.0,,2.0,1.0
2014-09-24,,1.0,31.0,1.0,3.0,1.0,5.0,3.0,,2.0,16.0,1.0,6.0,3.0,4.0,5.0,26.0,,7.0,
2014-09-25,,1.0,38.0,1.0,2.0,2.0,1.0,12.0,1.0,1.0,12.0,1.0,4.0,2.0,,9.0,12.0,2.0,7.0,
2014-09-26,2.0,4.0,41.0,,3.0,1.0,,10.0,3.0,3.0,10.0,,4.0,,2.0,5.0,16.0,,4.0,1.0
2014-09-27,1.0,6.0,38.0,,3.0,3.0,,10.0,2.0,1.0,14.0,1.0,4.0,3.0,3.0,9.0,18.0,1.0,9.0,1.0
2014-09-28,,5.0,29.0,,3.0,2.0,2.0,3.0,2.0,1.0,19.0,1.0,3.0,2.0,4.0,2.0,18.0,1.0,12.0,
2014-09-29,,4.0,25.0,1.0,8.0,3.0,,5.0,2.0,4.0,15.0,,8.0,1.0,1.0,14.0,22.0,,5.0,2.0
2014-09-30,1.0,4.0,43.0,,5.0,1.0,6.0,8.0,4.0,5.0,18.0,1.0,5.0,1.0,2.0,6.0,27.0,,5.0,1.0
2014-10-01,,3.0,37.0,,7.0,1.0,2.0,12.0,3.0,10.0,19.0,1.0,6.0,,5.0,4.0,21.0,,10.0,
2014-10-02,,4.0,35.0,,6.0,2.0,2.0,9.0,,7.0,20.0,,5.0,,2.0,7.0,19.0,,4.0,
2014-10-03,1.0,3.0,40.0,,6.0,3.0,3.0,9.0,1.0,2.0,8.0,2.0,6.0,1.0,4.0,9.0,21.0,1.0,6.0,
2014-10-04,,4.0,30.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,8.0,,3.0,3.0,2.0,5.0,15.0,1.0,7.0,
2014-10-05,1.0,5.0,22.0,1.0,6.0,1.0,8.0,2.0,2.0,,16.0,,2.0,,,7.0,18.0,,9.0,
2014-10-06,,1.0,27.0,2.0,6.0,,1.0,11.0,,1.0,8.0,,5.0,2.0,2.0,7.0,26.0,,12.0,
2014-10-07,1.0,3.0,18.0,2.0,8.0,1.0,5.0,10.0,3.0,6.0,6.0,,7.0,,,5.0,16.0,,8.0,
2014-10-08,1.0,,34.0,1.0,12.0,3.0,9.0,7.0,1.0,6.0,23.0,1.0,8.0,1.0,2.0,10.0,23.0,,9.0,2.0
2014-10-09,,5.0,23.0,,5.0,4.0,7.0,10.0,,6.0,7.0,3.0,5.0,1.0,3.0,8.0,28.0,1.0,8.0,1.0
2014-10-10,2.0,3.0,15.0,,3.0,1.0,5.0,16.0,1.0,5.0,7.0,1.0,5.0,4.0,5.0,5.0,23.0,,17.0,1.0
2014-10-11,,2.0,43.0,2.0,5.0,2.0,,4.0,,1.0,14.0,,5.0,4.0,1.0,4.0,21.0,,11.0,1.0
2014-10-12,2.0,2.0,31.0,,6.0,,2.0,6.0,,2.0,10.0,3.0,2.0,1.0,1.0,6.0,21.0,,15.0,
2014-10-13,,5.0,27.0,1.0,7.0,,,11.0,5.0,1.0,8.0,1.0,4.0,,,9.0,22.0,,7.0,
2014-10-14,4.0,,59.0,1.0,2.0,,2.0,11.0,3.0,5.0,11.0,,3.0,,1.0,7.0,19.0,1.0,9.0,
2014-10-15,,1.0,19.0,,4.0,1.0,4.0,6.0,2.0,8.0,6.0,,5.0,,2.0,9.0,18.0,1.0,7.0,
2014-10-16,,6.0,22.0,1.0,5.0,4.0,3.0,6.0,1.0,3.0,19.0,,1.0,1.0,4.0,7.0,18.0,2.0,7.0,1.0
2014-10-17,3.0,1.0,34.0,1.0,9.0,2.0,3.0,7.0,2.0,9.0,14.0,,3.0,2.0,3.0,1.0,27.0,,8.0,1.0
2014-10-18,,3.0,38.0,,6.0,5.0,3.0,9.0,1.0,3.0,15.0,,4.0,1.0,3.0,6.0,19.0,,7.0,
2014-10-19,3.0,1.0,11.0,,2.0,6.0,1.0,10.0,2.0,1.0,9.0,,2.0,5.0,1.0,7.0,25.0,2.0,17.0,1.0
2014-10-20,,2.0,15.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,12.0,,3.0,5.0,1.0,7.0,20.0,,11.0,1.0
2014-10-21,,,30.0,28.0,9.0,,2.0,16.0,1.0,5.0,9.0,1.0,7.0,1.0,1.0,6.0,21.0,1.0,8.0,
2014-10-22,,1.0,18.0,,8.0,2.0,4.0,7.0,3.0,1.0,13.0,3.0,5.0,,5.0,4.0,20.0,1.0,6.0,3.0
2014-10-23,,1.0,24.0,1.0,3.0,,1.0,4.0,1.0,1.0,10.0,2.0,1.0,2.0,2.0,3.0,16.0,,3.0,1.0
2014-10-24,1.0,2.0,30.0,2.0,4.0,1.0,1.0,9.0,1.0,2.0,12.0,3.0,5.0,,2.0,8.0,18.0,1.0,6.0,1.0
2014-10-25,1.0,7.0,39.0,,4.0,3.0,3.0,5.0,1.0,1.0,11.0,1.0,1.0,,3.0,14.0,23.0,2.0,7.0,
2014-10-26,,2.0,21.0,,3.0,5.0,1.0,5.0,,,14.0,2.0,2.0,2.0,6.0,6.0,18.0,,7.0,1.0
2014-10-27,2.0,,30.0,2.0,5.0,2.0,1.0,8.0,3.0,2.0,17.0,,5.0,,1.0,8.0,17.0,,4.0,
2014-10-28,,2.0,27.0,1.0,1.0,4.0,4.0,15.0,5.0,2.0,26.0,3.0,3.0,2.0,4.0,9.0,30.0,,9.0,
2014-10-29,1.0,6.0,29.0,1.0,8.0,,1.0,6.0,1.0,1.0,17.0,2.0,4.0,2.0,3.0,4.0,24.0,,4.0,
2014-10-30,1.0,2.0,38.0,,6.0,3.0,1.0,12.0,2.0,3.0,14.0,1.0,4.0,1.0,2.0,3.0,20.0,,14.0,1.0
2014-10-31,,3.0,21.0,,6.0,1.0,3.0,7.0,,3.0,15.0,,4.0,4.0,2.0,2.0,21.0,,10.0,1.0
2014-11-01,,2.0,14.0,2.0,6.0,2.0,3.0,3.0,5.0,1.0,14.0,,1.0,2.0,1.0,3.0,16.0,,14.0,
2014-11-02,,3.0,25.0,,4.0,2.0,2.0,7.0,2.0,1.0,12.0,,1.0,3.0,2.0,6.0,16.0,,8.0,
2014-11-03,,5.0,26.0,1.0,7.0,1.0,,8.0,3.0,2.0,4.0,,6.0,1.0,3.0,8.0,21.0,,10.0,
2014-11-04,,3.0,22.0,2.0,8.0,1.0,,7.0,1.0,2.0,18.0,,6.0,2.0,,6.0,26.0,,10.0,
2014-11-05,,3.0,19.0,,5.0,3.0,,10.0,2.0,5.0,13.0,,2.0,2.0,1.0,5.0,29.0,,6.0,
2014-11-06,,9.0,17.0,,3.0,1.0,4.0,12.0,,,17.0,,3.0,,1.0,2.0,14.0,,5.0,
2014-11-07,1.0,1.0,16.0,,2.0,4.0,3.0,14.0,3.0,5.0,8.0,1.0,3.0,2.0,4.0,6.0,21.0,,5.0,2.0
2014-11-08,,2.0,40.0,2.0,2.0,5.0,3.0,10.0,,3.0,7.0,,,3.0,,4.0,17.0,2.0,5.0,
