Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vagrancy/Loitering,Vandalism/Criminal Mischief,Weapon Violations
2013-11-03,2.0,5.0,7.0,,4.0,3.0,,5.0,1.0,1.0,17.0,,5.0,2.0,3.0,8.0,24.0,,1.0,
2013-11-04,,3.0,21.0,1.0,3.0,2.0,1.0,7.0,1.0,,12.0,,5.0,,4.0,6.0,19.0,,7.0,1.0
2013-11-05,,3.0,18.0,,6.0,3.0,,3.0,1.0,3.0,10.0,,7.0,1.0,3.0,8.0,22.0,,8.0,
2013-11-06,3.0,,13.0,,1.0,3.0,,4.0,2.0,4.0,8.0,,5.0,2.0,1.0,7.0,18.0,,11.0,
2013-11-07,1.0,5.0,23.0,,7.0,3.0,1.0,10.0,,6.0,13.0,,2.0,2.0,6.0,8.0,25.0,,5.0,1.0
2013-11-08,,5.0,17.0,,6.0,1.0,1.0,10.0,1.0,6.0,11.0,,2.0,2.0,2.0,10.0,16.0,,9.0,1.0
2013-11-09,,4.0,25.0,,2.0,8.0,1.0,4.0,4.0,8.0,10.0,,2.0,1.0,4.0,12.0,23.0,,5.0,1.0
2013-11-10,1.0,4.0,26.0,,5.0,1.0,2.0,3.0,,,10.0,2.0,3.0,2.0,2.0,8.0,15.0,,11.0,
2013-11-11,1.0,3.0,23.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,12.0,1.0,3.0,2.0,5.0,8.0,24.0,,13.0,2.0
2013-11-12,2.0,4.0,19.0,2.0,7.0,1.0,2.0,6.0,,7.0,10.0,,2.0,6.0,1.0,20.0,24.0,,9.0,1.0
2013-11-13,,1.0,19.0,,2.0,2.0,2.0,4.0,2.0,2.0,7.0,,3.0,4.0,5.0,8.0,26.0,,9.0,2.0
2013-11-14,,5.0,24.0,1.0,7.0,1.0,,6.0,,4.0,11.0,1.0,4.0,3.0,2.0,14.0,17.0,,13.0,
2013-11-15,1.0,3.0,19.0,,5.0,3.0,2.0,6.0,2.0,3.0,21.0,,4.0,,1.0,5.0,20.0,,7.0,
2013-11-16,2.0,4.0,19.0,,11.0,,,6.0,,6.0,10.0,,5.0,1.0,4.0,7.0,12.0,,8.0,
2013-11-17,3.0,3.0,39.0,2.0,2.0,,3.0,2.0,1.0,2.0,14.0,,3.0,5.0,3.0,6.0,22.0,,17.0,1.0
2013-11-18,2.0,2.0,21.0,1.0,5.0,,1.0,10.0,2.0,3.0,15.0,1.0,1.0,,4.0,6.0,18.0,,9.0,1.0
2013-11-19,2.0,3.0,20.0,,7.0,3.0,2.0,6.0,1.0,3.0,18.0,,3.0,3.0,2.0,11.0,23.0,,2.0,
2013-11-20,,3.0,15.0,,5.0,,2.0,5.0,5.0,4.0,11.0,,4.0,4.0,,5.0,21.0,,9.0,
2013-11-21,1.0,2.0,16.0,2.0,8.0,3.0,1.0,6.0,2.0,2.0,19.0,,3.0,3.0,4.0,7.0,19.0,,6.0,
2013-11-22,,,34.0,,2.0,1.0,2.0,9.0,3.0,8.0,16.0,1.0,1.0,5.0,1.0,2.0,19.0,,6.0,
2013-11-23,1.0,3.0,30.0,1.0,4.0,,3.0,4.0,5.0,3.0,16.0,,1.0,2.0,3.0,5.0,21.0,,6.0,1.0
2013-11-24,,4.0,24.0,1.0,,2.0,,2.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,1.0,13.0,,9.0,
2013-11-25,4.0,3.0,13.0,1.0,9.0,1.0,1.0,12.0,,4.0,14.0,,3.0,,2.0,4.0,14.0,,13.0,2.0
2013-11-26,,2.0,15.0,,8.0,,,4.0,,6.0,19.0,,3.0,1.0,3.0,8.0,18.0,,8.0,
2013-11-27,2.0,4.0,8.0,2.0,,1.0,2.0,5.0,,2.0,12.0,,1.0,1.0,5.0,7.0,15.0,,5.0,
2013-11-28,,6.0,6.0,3.0,5.0,3.0,,2.0,,,9.0,,1.0,1.0,2.0,5.0,10.0,,8.0,1.0
2013-11-29,2.0,1.0,25.0,,,3.0,1.0,4.0,,4.0,2.0,,4.0,2.0,6.0,4.0,22.0,,3.0,
2013-11-30,,3.0,20.0,2.0,3.0,3.0,2.0,4.0,1.0,8.0,10.0,,4.0,1.0,1.0,9.0,11.0,,5.0,
2013-12-01,1.0,2.0,21.0,2.0,8.0,2.0,6.0,1.0,,3.0,8.0,,3.0,3.0,1.0,4.0,13.0,,4.0,
2013-12-02,,3.0,16.0,,11.0,2.0,,7.0,5.0,3.0,11.0,,2.0,1.0,3.0,5.0,14.0,,6.0,
2013-12-03,,3.0,18.0,,6.0,1.0,2.0,8.0,,6.0,12.0,1.0,6.0,2.0,3.0,10.0,20.0,,4.0,
2013-12-04,1.0,3.0,16.0,4.0,5.0,1.0,4.0,9.0,1.0,5.0,7.0,,5.0,3.0,,10.0,19.0,,9.0,2.0
2013-12-05,2.0,5.0,22.0,,2.0,2.0,,10.0,1.0,5.0,14.0,,4.0,1.0,2.0,8.0,23.0,,8.0,1.0
2013-12-06,1.0,8.0,12.0,1.0,4.0,2.0,2.0,5.0,1.0,2.0,10.0,1.0,5.0,2.0,1.0,7.0,24.0,,11.0,2.0
2013-12-07,2.0,5.0,16.0,1.0,2.0,2.0,,4.0,2.0,7.0,13.0,,7.0,,5.0,5.0,16.0,,8.0,2.0
2013-12-08,,2.0,41.0,1.0,1.0,7.0,8.0,2.0,,1.0,13.0,,,2.0,2.0,8.0,9.0,,9.0,
2013-12-09,1.0,1.0,15.0,4.0,6.0,,,5.0,2.0,3.0,7.0,2.0,3.0,1.0,1.0,7.0,22.0,,9.0,
2013-12-10,2.0,2.0,6.0,1.0,7.0,,,3.0,2.0,3.0,10.0,,1.0,,1.0,2.0,16.0,,7.0,
2013-12-11,1.0,4.0,9.0,1.0,5.0,,4.0,6.0,1.0,3.0,14.0,,2.0,1.0,5.0,5.0,18.0,,3.0,1.0
2013-12-12,,1.0,8.0,,5.0,1.0,,10.0,1.0,3.0,19.0,1.0,2.0,3.0,,4.0,27.0,,7.0,1.0
2013-12-13,3.0,3.0,16.0,2.0,5.0,2.0,,8.0,4.0,7.0,12.0,,3.0,1.0,5.0,7.0,13.0,,2.0,1.0
2013-12-14,,,20.0,4.0,5.0,,,4.0,,4.0,4.0,,,1.0,3.0,9.0,16.0,,15.0,
2013-12-15,2.0,7.0,13.0,2.0,2.0,3.0,,2.0,,,3.0,1.0,,2.0,2.0,7.0,13.0,,2.0,
2013-12-16,,1.0,10.0,1.0,3.0,2.0,,6.0,3.0,2.0,15.0,1.0,2.0,3.0,2.0,15.0,17.0,1.0,5.0,
2013-12-17,,1.0,15.0,2.0,5.0,1.0,1.0,7.0,1.0,3.0,12.0,,4.0,1.0,,11.0,16.0,,7.0,
2013-12-18,,3.0,24.0,1.0,6.0,3.0,1.0,11.0,1.0,4.0,12.0,1.0,1.0,2.0,3.0,3.0,10.0,,6.0,
2013-12-19,1.0,5.0,9.0,,2.0,1.0,1.0,5.0,2.0,3.0,10.0,,5.0,2.0,4.0,13.0,13.0,,7.0,1.0
2013-12-20,,6.0,29.0,1.0,6.0,3.0,2.0,12.0,3.0,6.0,13.0,,1.0,1.0,2.0,8.0,16.0,,10.0,
2013-12-21,,2.0,26.0,1.0,6.0,2.0,2.0,6.0,1.0,5.0,11.0,,2.0,1.0,3.0,8.0,14.0,,9.0,1.0
2013-12-22,1.0,3.0,26.0,1.0,4.0,2.0,4.0,4.0,,1.0,17.0,,3.0,,,4.0,15.0,,5.0,2.0
2013-12-23,,,15.0,6.0,,,1.0,5.0,2.0,2.0,5.0,,2.0,6.0,4.0,11.0,13.0,1.0,3.0,
2013-12-24,1.0,2.0,10.0,,3.0,,,3.0,2.0,1.0,6.0,,6.0,2.0,1.0,8.0,15.0,,6.0,
2013-12-25,1.0,2.0,4.0,3.0,3.0,,,,,,9.0,,,,1.0,2.0,4.0,,5.0,
2013-12-26,,2.0,23.0,3.0,4.0,2.0,,7.0,,5.0,7.0,,4.0,3.0,1.0,8.0,20.0,,7.0,
2013-12-27,,3.0,17.0,,6.0,2.0,,8.0,2.0,4.0,9.0,,3.0,2.0,2.0,1.0,10.0,,6.0,
2013-12-28,4.0,2.0,31.0,,4.0,2.0,,3.0,4.0,6.0,8.0,,1.0,3.0,2.0,13.0,15.0,,6.0,
2013-12-29,1.0,4.0,15.0,,3.0,3.0,1.0,1.0,,1.0,9.0,,1.0,1.0,1.0,12.0,6.0,,11.0,1.0
2013-12-30,,2.0,18.0,1.0,6.0,1.0,2.0,10.0,1.0,2.0,12.0,,6.0,2.0,5.0,12.0,23.0,,8.0,1.0
2013-12-31,,2.0,12.0,,1.0,3.0,1.0,5.0,1.0,3.0,8.0,1.0,2.0,,1.0,10.0,10.0,,10.0,1.0
2014-01-01,3.0,7.0,10.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,9.0,1.0,3.0,1.0,4.0,7.0,7.0,,9.0,
2014-01-02,1.0,2.0,17.0,8.0,3.0,3.0,1.0,6.0,1.0,2.0,6.0,,4.0,3.0,2.0,8.0,19.0,,9.0,
2014-01-03,,2.0,6.0,,1.0,,1.0,5.0,1.0,1.0,3.0,,2.0,,1.0,5.0,5.0,,6.0,
2014-01-04,2.0,2.0,5.0,,4.0,1.0,8.0,6.0,1.0,,8.0,,5.0,1.0,3.0,2.0,11.0,,5.0,1.0
2014-01-05,,,17.0,,2.0,3.0,2.0,,,,12.0,1.0,5.0,2.0,2.0,6.0,9.0,3.0,8.0,
2014-01-06,2.0,5.0,18.0,3.0,6.0,,1.0,3.0,,1.0,8.0,,3.0,3.0,3.0,9.0,16.0,1.0,6.0,2.0
2014-01-07,,1.0,9.0,1.0,4.0,1.0,,6.0,,4.0,12.0,1.0,8.0,2.0,2.0,8.0,9.0,,7.0,
2014-01-08,1.0,,11.0,,4.0,1.0,1.0,6.0,,2.0,4.0,,3.0,1.0,2.0,7.0,7.0,,14.0,1.0
2014-01-09,1.0,3.0,16.0,,1.0,3.0,2.0,6.0,2.0,3.0,8.0,,3.0,,3.0,7.0,24.0,,12.0,
2014-01-10,1.0,5.0,10.0,,5.0,1.0,1.0,9.0,,5.0,13.0,,1.0,1.0,,3.0,11.0,,5.0,
2014-01-11,2.0,2.0,16.0,,7.0,2.0,,6.0,3.0,5.0,5.0,1.0,3.0,,2.0,8.0,9.0,,8.0,2.0
2014-01-12,3.0,2.0,25.0,2.0,7.0,3.0,4.0,1.0,,1.0,13.0,,,4.0,2.0,8.0,9.0,,11.0,
2014-01-13,1.0,3.0,13.0,2.0,5.0,2.0,1.0,6.0,3.0,1.0,14.0,2.0,4.0,,2.0,10.0,19.0,,6.0,2.0
2014-01-14,,,13.0,,5.0,3.0,,6.0,4.0,9.0,16.0,,4.0,3.0,2.0,6.0,16.0,,11.0,
2014-01-15,,1.0,22.0,1.0,7.0,2.0,1.0,10.0,3.0,7.0,8.0,,4.0,2.0,,13.0,14.0,,13.0,2.0
2014-01-16,,,16.0,1.0,7.0,,2.0,8.0,2.0,6.0,13.0,1.0,5.0,,2.0,6.0,16.0,,2.0,2.0
2014-01-17,1.0,5.0,12.0,2.0,6.0,6.0,2.0,5.0,,6.0,17.0,,4.0,2.0,8.0,4.0,9.0,1.0,6.0,1.0
2014-01-18,,7.0,21.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,8.0,,,2.0,1.0,13.0,17.0,,9.0,
2014-01-19,,1.0,42.0,,4.0,2.0,1.0,2.0,,2.0,15.0,,3.0,,3.0,8.0,10.0,1.0,20.0,
2014-01-20,,6.0,14.0,,1.0,4.0,,3.0,1.0,1.0,11.0,1.0,2.0,3.0,2.0,13.0,19.0,,9.0,1.0
2014-01-21,,1.0,5.0,1.0,4.0,,2.0,1.0,1.0,1.0,3.0,,5.0,,2.0,7.0,7.0,,,
2014-01-22,,1.0,7.0,1.0,,,,4.0,,3.0,9.0,,1.0,1.0,,1.0,13.0,,1.0,
2014-01-23,1.0,,11.0,2.0,9.0,,,8.0,1.0,3.0,13.0,1.0,1.0,4.0,1.0,5.0,11.0,,2.0,
2014-01-24,1.0,3.0,3.0,,9.0,,,5.0,1.0,1.0,13.0,,5.0,1.0,,4.0,13.0,,,1.0
2014-01-25,,1.0,32.0,,1.0,,,,4.0,3.0,10.0,,3.0,3.0,2.0,4.0,14.0,,3.0,
2014-01-26,,2.0,8.0,,3.0,4.0,,,,1.0,6.0,,1.0,,5.0,2.0,9.0,,7.0,
2014-01-27,,1.0,16.0,1.0,9.0,1.0,,7.0,2.0,,11.0,3.0,5.0,1.0,6.0,8.0,12.0,,5.0,
2014-01-28,,5.0,13.0,2.0,6.0,1.0,,8.0,1.0,4.0,11.0,1.0,5.0,2.0,1.0,2.0,13.0,,3.0,1.0
2014-01-29,1.0,,7.0,2.0,4.0,3.0,,8.0,1.0,2.0,7.0,,1.0,1.0,3.0,6.0,13.0,,3.0,
2014-01-30,,2.0,13.0,,6.0,2.0,,8.0,1.0,3.0,11.0,1.0,4.0,1.0,2.0,4.0,9.0,,3.0,
2014-01-31,1.0,2.0,18.0,,4.0,3.0,,8.0,,5.0,12.0,,5.0,1.0,2.0,9.0,18.0,,9.0,
2014-02-01,1.0,4.0,26.0,2.0,6.0,3.0,,,,3.0,16.0,,4.0,,4.0,5.0,8.0,,9.0,
2014-02-02,4.0,,18.0,,3.0,2.0,1.0,3.0,,1.0,10.0,,2.0,1.0,2.0,9.0,10.0,,11.0,
2014-02-03,1.0,,11.0,1.0,1.0,1.0,,4.0,2.0,1.0,4.0,,2.0,2.0,1.0,5.0,21.0,,8.0,
2014-02-04,,,22.0,,7.0,,1.0,11.0,1.0,3.0,16.0,,2.0,,3.0,5.0,11.0,,4.0,1.0
2014-02-05,1.0,2.0,18.0,1.0,3.0,2.0,1.0,6.0,1.0,4.0,7.0,1.0,2.0,,,9.0,5.0,,8.0,
2014-02-06,,3.0,20.0,2.0,4.0,1.0,1.0,4.0,3.0,6.0,8.0,2.0,6.0,2.0,1.0,8.0,14.0,,8.0,
2014-02-07,1.0,1.0,23.0,1.0,5.0,2.0,1.0,7.0,,9.0,5.0,,2.0,,1.0,8.0,17.0,,8.0,2.0
2014-02-08,1.0,2.0,23.0,,3.0,5.0,3.0,7.0,,6.0,12.0,,4.0,,1.0,8.0,16.0,,5.0,
2014-02-09,,3.0,10.0,3.0,2.0,2.0,1.0,4.0,1.0,,13.0,,1.0,1.0,1.0,6.0,10.0,,6.0,1.0
2014-02-10,,1.0,13.0,1.0,5.0,1.0,2.0,6.0,,3.0,9.0,1.0,4.0,1.0,,9.0,16.0,,6.0,2.0
2014-02-11,1.0,1.0,11.0,,4.0,1.0,1.0,6.0,1.0,3.0,7.0,1.0,5.0,,2.0,9.0,9.0,,4.0,1.0
2014-02-12,,2.0,10.0,2.0,3.0,1.0,1.0,4.0,,9.0,6.0,1.0,6.0,1.0,2.0,6.0,16.0,,3.0,1.0
2014-02-13,1.0,3.0,3.0,1.0,3.0,1.0,,1.0,,2.0,8.0,,4.0,,1.0,3.0,6.0,,2.0,
2014-02-14,2.0,2.0,19.0,1.0,1.0,1.0,,3.0,,3.0,7.0,1.0,2.0,2.0,2.0,5.0,12.0,,5.0,1.0
2014-02-15,1.0,5.0,15.0,,4.0,2.0,1.0,1.0,,3.0,10.0,,3.0,1.0,3.0,3.0,8.0,,5.0,2.0
2014-02-16,,4.0,15.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,,1.0,7.0,11.0,,10.0,
2014-02-17,1.0,2.0,12.0,3.0,3.0,2.0,,8.0,1.0,1.0,11.0,1.0,4.0,,1.0,4.0,18.0,,2.0,1.0
2014-02-18,1.0,5.0,26.0,1.0,3.0,,1.0,6.0,1.0,3.0,15.0,,7.0,,1.0,6.0,12.0,,4.0,1.0
2014-02-19,2.0,1.0,20.0,1.0,4.0,4.0,2.0,4.0,,2.0,13.0,,3.0,1.0,,4.0,16.0,,7.0,
2014-02-20,1.0,1.0,25.0,1.0,4.0,2.0,2.0,9.0,2.0,2.0,14.0,1.0,3.0,1.0,3.0,4.0,12.0,,5.0,1.0
2014-02-21,1.0,5.0,30.0,,4.0,,1.0,10.0,,2.0,15.0,2.0,1.0,1.0,2.0,5.0,17.0,,7.0,
2014-02-22,,4.0,41.0,,3.0,1.0,2.0,1.0,,4.0,12.0,,3.0,4.0,,2.0,16.0,,3.0,1.0
2014-02-23,4.0,6.0,26.0,,4.0,8.0,4.0,3.0,1.0,4.0,21.0,1.0,5.0,1.0,2.0,11.0,9.0,,12.0,
2014-02-24,1.0,1.0,23.0,,3.0,5.0,2.0,7.0,1.0,,8.0,,7.0,2.0,1.0,2.0,18.0,,8.0,
2014-02-25,1.0,4.0,28.0,2.0,1.0,2.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,1.0,3.0,17.0,,6.0,1.0
2014-02-26,1.0,4.0,17.0,,6.0,1.0,1.0,9.0,2.0,4.0,10.0,,5.0,,1.0,6.0,10.0,,6.0,1.0
2014-02-27,,1.0,18.0,,2.0,1.0,2.0,4.0,,5.0,4.0,2.0,2.0,4.0,2.0,4.0,14.0,,5.0,1.0
2014-02-28,,2.0,23.0,,1.0,2.0,2.0,6.0,1.0,3.0,9.0,1.0,2.0,1.0,2.0,3.0,12.0,,3.0,
2014-03-01,3.0,,43.0,1.0,2.0,5.0,2.0,2.0,,2.0,9.0,,5.0,,1.0,2.0,12.0,,7.0,
2014-03-02,,3.0,24.0,,,2.0,1.0,6.0,,,4.0,1.0,2.0,2.0,2.0,4.0,16.0,,6.0,
2014-03-03,,3.0,11.0,1.0,,2.0,2.0,5.0,1.0,3.0,10.0,,2.0,1.0,1.0,2.0,15.0,,4.0,1.0
2014-03-04,,2.0,18.0,,3.0,3.0,2.0,3.0,,4.0,7.0,,1.0,,1.0,8.0,16.0,,3.0,1.0
2014-03-05,,1.0,16.0,1.0,5.0,4.0,3.0,4.0,,5.0,8.0,1.0,4.0,1.0,,5.0,10.0,,1.0,1.0
2014-03-06,4.0,2.0,11.0,1.0,8.0,2.0,,7.0,,3.0,14.0,,2.0,1.0,1.0,5.0,22.0,,6.0,
2014-03-07,,6.0,23.0,,3.0,4.0,1.0,6.0,1.0,4.0,7.0,,5.0,,,8.0,14.0,,8.0,1.0
2014-03-08,5.0,4.0,32.0,,7.0,6.0,4.0,2.0,3.0,8.0,16.0,,4.0,1.0,3.0,6.0,10.0,,6.0,
2014-03-09,,2.0,26.0,,1.0,3.0,5.0,3.0,2.0,4.0,7.0,,1.0,3.0,1.0,4.0,19.0,,7.0,
2014-03-10,1.0,4.0,17.0,3.0,1.0,1.0,,6.0,1.0,,11.0,,3.0,2.0,3.0,4.0,14.0,1.0,9.0,1.0
2014-03-11,2.0,2.0,43.0,,2.0,3.0,2.0,5.0,2.0,6.0,14.0,,5.0,1.0,1.0,5.0,18.0,1.0,7.0,1.0
2014-03-12,2.0,2.0,21.0,,1.0,2.0,1.0,8.0,1.0,3.0,11.0,1.0,4.0,3.0,1.0,5.0,15.0,,3.0,
2014-03-13,,3.0,20.0,,4.0,2.0,,7.0,,7.0,13.0,1.0,4.0,,3.0,9.0,15.0,,7.0,
2014-03-14,1.0,2.0,32.0,,6.0,2.0,,5.0,2.0,3.0,18.0,1.0,3.0,2.0,1.0,11.0,11.0,,6.0,
2014-03-15,,4.0,37.0,1.0,3.0,1.0,4.0,4.0,,3.0,11.0,1.0,4.0,1.0,2.0,2.0,13.0,,11.0,
2014-03-16,3.0,5.0,17.0,,4.0,7.0,2.0,1.0,,1.0,12.0,,2.0,2.0,5.0,6.0,12.0,,7.0,1.0
2014-03-17,1.0,3.0,8.0,,5.0,1.0,,5.0,,1.0,13.0,1.0,2.0,,4.0,6.0,21.0,,1.0,3.0
2014-03-18,,2.0,27.0,2.0,3.0,,2.0,8.0,1.0,5.0,16.0,,5.0,2.0,2.0,9.0,16.0,,10.0,
2014-03-19,2.0,,20.0,,3.0,2.0,,6.0,2.0,5.0,14.0,,2.0,2.0,1.0,4.0,16.0,,14.0,1.0
2014-03-20,4.0,4.0,33.0,1.0,4.0,2.0,1.0,6.0,,9.0,24.0,1.0,4.0,,3.0,5.0,16.0,1.0,12.0,1.0
2014-03-21,1.0,2.0,46.0,,3.0,4.0,2.0,7.0,,6.0,9.0,,6.0,3.0,2.0,5.0,19.0,,8.0,
2014-03-22,1.0,4.0,44.0,,6.0,9.0,2.0,3.0,,4.0,11.0,,6.0,,4.0,5.0,12.0,,4.0,
2014-03-23,,5.0,18.0,,5.0,2.0,3.0,2.0,,,9.0,,5.0,,3.0,1.0,18.0,1.0,3.0,
2014-03-24,,2.0,8.0,2.0,4.0,2.0,2.0,13.0,1.0,2.0,8.0,,3.0,,1.0,5.0,18.0,,6.0,
2014-03-25,,2.0,15.0,,2.0,3.0,,7.0,,5.0,11.0,1.0,5.0,1.0,1.0,12.0,11.0,1.0,9.0,
2014-03-26,,3.0,17.0,1.0,5.0,1.0,1.0,4.0,,3.0,26.0,1.0,4.0,2.0,2.0,2.0,17.0,,4.0,
2014-03-27,,5.0,9.0,1.0,3.0,2.0,,5.0,,3.0,18.0,,3.0,1.0,1.0,13.0,17.0,1.0,3.0,
2014-03-28,1.0,4.0,33.0,1.0,7.0,2.0,1.0,8.0,2.0,4.0,16.0,1.0,4.0,1.0,4.0,8.0,17.0,,5.0,2.0
2014-03-29,1.0,7.0,17.0,,4.0,4.0,2.0,3.0,1.0,2.0,12.0,,3.0,,1.0,7.0,5.0,,11.0,1.0
2014-03-30,4.0,3.0,5.0,1.0,2.0,4.0,1.0,4.0,,,17.0,,1.0,4.0,2.0,9.0,16.0,,3.0,
2014-03-31,2.0,1.0,16.0,1.0,4.0,3.0,,4.0,,3.0,8.0,,3.0,1.0,4.0,9.0,15.0,,14.0,
2014-04-01,2.0,3.0,30.0,3.0,4.0,,2.0,9.0,2.0,3.0,16.0,2.0,4.0,1.0,3.0,17.0,15.0,,14.0,1.0
2014-04-02,1.0,1.0,28.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,11.0,1.0,5.0,1.0,3.0,5.0,15.0,1.0,16.0,2.0
2014-04-03,2.0,2.0,37.0,2.0,2.0,,1.0,8.0,3.0,1.0,11.0,1.0,2.0,3.0,2.0,5.0,10.0,,5.0,3.0
2014-04-04,,1.0,29.0,,10.0,3.0,1.0,6.0,1.0,3.0,15.0,1.0,3.0,3.0,4.0,3.0,12.0,,8.0,2.0
2014-04-05,1.0,7.0,45.0,,5.0,2.0,2.0,6.0,2.0,2.0,12.0,,3.0,2.0,1.0,9.0,12.0,,8.0,1.0
2014-04-06,1.0,3.0,21.0,1.0,2.0,3.0,3.0,1.0,,4.0,16.0,1.0,1.0,1.0,3.0,9.0,16.0,,8.0,
2014-04-07,,5.0,15.0,,2.0,3.0,3.0,7.0,,6.0,12.0,4.0,,,2.0,7.0,19.0,,8.0,2.0
2014-04-08,1.0,,46.0,,5.0,3.0,2.0,16.0,1.0,5.0,17.0,,4.0,1.0,,12.0,19.0,,9.0,1.0
2014-04-09,,7.0,33.0,1.0,2.0,3.0,,3.0,,4.0,11.0,1.0,3.0,2.0,4.0,15.0,25.0,,8.0,4.0
2014-04-10,2.0,3.0,14.0,,3.0,2.0,,10.0,1.0,4.0,14.0,,2.0,1.0,1.0,9.0,18.0,,10.0,1.0
2014-04-11,4.0,2.0,25.0,,6.0,1.0,2.0,8.0,2.0,3.0,11.0,,6.0,3.0,2.0,3.0,13.0,,8.0,3.0
2014-04-12,2.0,3.0,60.0,,6.0,3.0,5.0,7.0,2.0,7.0,16.0,,3.0,,3.0,11.0,20.0,,16.0,
2014-04-13,1.0,4.0,40.0,1.0,1.0,1.0,3.0,4.0,2.0,,15.0,1.0,3.0,,,8.0,16.0,,10.0,1.0
2014-04-14,2.0,4.0,33.0,2.0,4.0,1.0,1.0,7.0,,3.0,12.0,,2.0,,1.0,6.0,19.0,,15.0,1.0
2014-04-15,,3.0,14.0,3.0,5.0,,1.0,11.0,2.0,1.0,12.0,1.0,2.0,2.0,2.0,6.0,17.0,,5.0,
2014-04-16,,4.0,29.0,,2.0,1.0,2.0,7.0,,5.0,15.0,,5.0,3.0,2.0,3.0,13.0,2.0,8.0,1.0
2014-04-17,3.0,3.0,10.0,2.0,3.0,1.0,,7.0,3.0,3.0,7.0,,5.0,,2.0,8.0,22.0,,15.0,2.0
2014-04-18,1.0,4.0,25.0,,2.0,4.0,2.0,11.0,1.0,9.0,9.0,,1.0,,6.0,7.0,21.0,,9.0,1.0
2014-04-19,,4.0,39.0,,4.0,3.0,4.0,5.0,,3.0,6.0,1.0,3.0,,1.0,8.0,23.0,1.0,8.0,
2014-04-20,1.0,6.0,19.0,,1.0,2.0,4.0,1.0,1.0,1.0,6.0,,1.0,1.0,3.0,6.0,13.0,,7.0,1.0
2014-04-21,1.0,3.0,18.0,4.0,4.0,4.0,1.0,6.0,,1.0,13.0,,4.0,1.0,3.0,6.0,20.0,,5.0,2.0
2014-04-22,,7.0,32.0,8.0,4.0,2.0,5.0,6.0,1.0,2.0,24.0,,6.0,,3.0,10.0,18.0,,8.0,4.0
2014-04-23,,3.0,17.0,,5.0,1.0,1.0,10.0,,6.0,13.0,,3.0,1.0,5.0,15.0,27.0,1.0,11.0,
2014-04-24,,6.0,23.0,,5.0,1.0,3.0,11.0,2.0,,14.0,2.0,2.0,1.0,3.0,8.0,16.0,,9.0,1.0
2014-04-25,4.0,2.0,28.0,1.0,2.0,,2.0,10.0,2.0,1.0,16.0,,5.0,2.0,1.0,6.0,18.0,,6.0,
2014-04-26,,2.0,30.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,7.0,1.0,2.0,1.0,2.0,8.0,16.0,,10.0,
2014-04-27,4.0,7.0,22.0,1.0,4.0,6.0,1.0,3.0,,3.0,9.0,,5.0,,3.0,11.0,26.0,,8.0,1.0
2014-04-28,2.0,3.0,18.0,1.0,5.0,,1.0,5.0,4.0,,13.0,,4.0,2.0,3.0,11.0,22.0,,15.0,
2014-04-29,,2.0,13.0,,4.0,2.0,3.0,6.0,1.0,6.0,7.0,,4.0,1.0,1.0,10.0,18.0,,7.0,2.0
2014-04-30,1.0,4.0,11.0,,6.0,2.0,1.0,8.0,1.0,1.0,10.0,,,,1.0,5.0,11.0,,2.0,1.0
2014-05-01,2.0,4.0,23.0,1.0,1.0,,3.0,11.0,3.0,4.0,16.0,,1.0,1.0,6.0,2.0,20.0,,6.0,
2014-05-02,1.0,1.0,74.0,,3.0,1.0,1.0,8.0,2.0,3.0,19.0,1.0,4.0,1.0,3.0,11.0,24.0,,6.0,1.0
2014-05-03,,3.0,43.0,1.0,4.0,2.0,,3.0,1.0,2.0,17.0,,,1.0,3.0,6.0,18.0,,4.0,2.0
2014-05-04,,2.0,31.0,4.0,2.0,2.0,2.0,5.0,1.0,2.0,10.0,1.0,4.0,,3.0,9.0,13.0,,7.0,1.0
2014-05-05,3.0,6.0,25.0,,6.0,1.0,4.0,12.0,2.0,2.0,17.0,1.0,5.0,2.0,,9.0,14.0,,10.0,
2014-05-06,,3.0,15.0,1.0,3.0,1.0,2.0,5.0,3.0,11.0,13.0,,4.0,1.0,2.0,6.0,25.0,,12.0,1.0
2014-05-07,1.0,3.0,16.0,1.0,2.0,1.0,1.0,14.0,2.0,5.0,15.0,,4.0,2.0,1.0,8.0,24.0,,9.0,1.0
2014-05-08,1.0,2.0,26.0,1.0,6.0,,2.0,16.0,1.0,3.0,10.0,,2.0,1.0,5.0,10.0,15.0,,11.0,1.0
